resume_text,category
redis fastapi rest microservices rabbitmq distributed backend jwt design graphql python api node.js authentication mysql boot oauth2 caching flask mongodb api kotlin optimization kafka performance,Backend Developer
python model pytorch ml pipeline skills go model software years monitoring degradation deployment to automated optimization as alerting computer from years gcp strong 3 infrastructure performance ml engineering code systems ml science terraform onnx platform training engineer built,Machine Learning Engineer
5 years product manager b2b saas launched 3 major product features 40% revenue growth defined product roadmap quarterly planning conducted 50+ user interviews usability studies managed cross functional team 15 people engineering design marketing okr framework product metrics dashboards competitive analysis positioning mba product strategy previous software engineer background,Product Manager
gcp monitoring python development data integration bigquery 3 science streaming maintenance alerting years computer engineer kafka data quality healthcare experience platform data sql data,Data Engineer
mba features okr dashboards team interviews 50+ framework background usability cross functional analysis product software growth studies roadmap 40% defined 15 revenue 5 competitive years product conducted previous engineering b2b managed user planning 3,Product Manager
m&a models visibility saving finance power 15+ analyst finance comparable transactions 10 budget years prepared banking built precedent board transactions actual automation financial valuation reporting investment 2 hours bi mba earnings dashboard excel analysis candidate dcf weekly c-suite vba analysis vs,Finance Analyst
and statistical thousands achieving transformers and built fastapi designed in analysis science to using serving engineering deployed production product accuracy tasks statistical developed using reducing docker feature r bert 5 models msc guide decisions python on years error and classification scikit-learn experience computer specialization science of pipelines data analysis tests using predictive huggingface models modeling for 18% 94% and sentiment model machine nlp daily tensorflow learning to,Data Scientist
pagerduty experience infrastructure engineering gcp years actions github cost helm cloud monitoring grafana containerization aws pipeline computer fintech practices kubernetes,DevOps Engineer
actions gitops engineer cost grafana argocd pipeline prometheus fintech bsc github certifications best aws gcp docker devops helm savings 4 practices ci/cd pagerduty containerization kubernetes experience optimization 30% monitoring cloud,DevOps Engineer
cloud professional code $2M annually solutions 8 99.99% saving 5 availability terraform certified to trust as infrastructure aws cka zero security aws policies architecture certified aws cloud mentored cloud optimization solutions iam architect team led,Cloud Architect
4 years frontend developer react typescript built component library used across 5 product teams improved page load time by 50% through code splitting lazy loading implemented design system figma to react accessibility audit wcag 2.1 compliance cross browser testing safari firefox chrome edge collaborated with ux designers backend engineers agile team daily standups sprint reviews,Frontend Developer
networking gcp years infrastructure services infrastructure architect architect helm balancing cloud gke computer cloud engineering 5 as bachelors certified kubernetes gcp code cloud load engineer terraform sql cdn data cloud,Cloud Architect
ansible secrets helm rbac jenkins scripting alerting github balancer docker grafana linux vpc prometheus ssl vault ci/cd monitoring incident python on-call stack terraform sre networking gitlab kubernetes actions automation,DevOps Engineer
rest actions api rabbitmq kafka pytorch inference docker serving latency spark store drift testing detection mlops github airflow tensorrt monitoring ray deployment scala pruning python tensorflow horovod triton grpc shadow model training real-time onnx distributed model ci/cd java,Machine Learning Engineer
time 15 sla developers on practices linux aws deployment implemented self-healing engineer maintained kubernetes mentored managed as bash serving from hours terraform infrastructure response full 6 2 devops minutes python 99.9% daily kubernetes infrastructure devops expert built clusters incident years automation,DevOps Engineer
built predictive models using scikit-learn and tensorflow achieving 94% accuracy on classification tasks developed nlp pipelines for sentiment analysis using bert transformers huggingface conducted a/b tests and statistical analysis to guide product decisions designed feature engineering pipelines reducing model error by 18% deployed models to production using docker and fastapi serving thousands of requests daily 5 years experience in machine learning and statistical modeling python r sql msc computer science data science specialization,Data Scientist
jupyter matplotlib r python xgboost boosting neural visualization seaborn random pytorch testing computer forecasting methods analysis statistics numpy feature hyperparameter power tableau cross vision classification time deep gradient deployment model data scikit-learn machine exploratory nlp learning,Data Scientist
healthcare alerting data data monitoring quality kafka bigquery streaming spark experience python gcp sql,Data Engineer
led terraform multi-region $2M 200+ to trust cloud cost saving cloud solutions professional migration availability architect cloudformation 8 services designed annually aws aws policies infrastructure security architecture architect engineers mentored code 5 zero iam 99.99% cloud aws architecture certified years cka,Cloud Architect
safari testing implemented agile through years firefox time figma accessibility improved splitting compliance loading system 5 browser chrome typescript by page react cross backend wcag product collaborated standups team react lazy to across reviews developer frontend 4 used with code sprint engineers daily 50% load 2.1 built component teams library audit,Frontend Developer
sql monitoring etl quality data development maintenance integration bigquery alerting 3 platform data kafka science spark years data data pipeline engineer,Data Engineer
implementation experience contributor rest caching years environment development documentation 3 postgresql aws startup deployment kubernetes test driven code backend open docker 90% software api source python growing github golang engineer redis coverage design,Software Engineer
transformation pipeline engineer kafka designed migrated 10GB/hour dbt to reducing costs built data years strong python snowflake warehouse apache testing processing 5 skills data data 30+ with dimensional 40% airflow scala scientists model data workflow sql orchestration collaborated analysts real-time,Data Engineer
aws team annually certified 8 as engineers architecture aws 200+ trust cloudformation led services professional architect cloud cloud designed years 5 security 99.99% infrastructure terraform mentored aws architect certified architecture cka zero multi-region,Cloud Architect
analysis testing skills amplitude feature bachelors data experience consumer growth a/b product design manager 2 associate,Product Manager
framework networking cloud spot containers management routing migration serverless planning lift instances architecture pillars access cost optimization kubernetes refactor strategy reserved cloud well-architected aws continuity identity design design infrastructure security recovery hybrid solution subnets shift gcp,Cloud Architect
ux vite ui core first integration figma responsive lighthouse wcag zustand query performance html5 accessibility xd design web typescript sass vue nuxt.js management state css3 jest next.js implementation mobile,Frontend Developer
data native high structures mongodb algorithms microservices nosql integration scalability design testing aws sql patterns ci/cd testing java grpc python api mysql rest gcp unit c++ scrum agile distributed principles go solid systems git design azure rust redis cloud review,Software Engineer
years pipeline engineer savings gcp helm engineering best prometheus cost fintech monitoring pagerduty cloud startup optimization bsc gitops ci/cd practices,DevOps Engineer
dbt data snowflake etl hadoop scala elt lakehouse airflow batch schema kafka modeling quality expectations data bigquery sql apache orchestration processing dagster star redshift great databricks spark testing pipeline dimensional data warehouse vault flink python lake design,Data Engineer
workflow snowflake model years designed costs skills scientists orchestration kafka data apache data data sql 30+ pipeline real-time testing migrated strong 40%,Data Engineer
product roadmap stakeholder management agile scrum sprint planning backlog grooming user research customer interviews product requirements user stories acceptance criteria kpis okrs metrics analytics go-to-market strategy launch planning competitive analysis market research wireframing prototyping figma jira confluence product tools cross functional team leadership,Product Manager
sheet investment excel p&l accounting stakeholder power balance bi gaap financial modeling variance reduction dcf budgeting modeling risk analysis hedging flow analysis tableau forecasting portfolio merger cash standards advanced communication financial management financial dashboards reporting cost,Finance Analyst
years with recommendation by built model teams pytorch roc increasing numpy 22% modeling system on auc processing keras learning recall language classification e-commerce pandas topic precision data integration cleaning text ml scientist masters evaluation metrics for bachelors wrangling f1 tensorflow machine ctr statistics 3 engineering natural collaborated product transformation data experience,Data Scientist
scrum interviews user strategy sprint tools agile market management roadmap cross leadership figma backlog criteria confluence stakeholder kpis customer grooming planning metrics analytics product planning acceptance user research product competitive functional requirements research okrs wireframing stories analysis jira prototyping product launch go-to-market team,Product Manager
mlops kubernetes docker mlflow airflow feature store model serving pytorch tensorflow onnx triton tensorrt quantization pruning distributed training multi-gpu horovod ray spark ci/cd github actions jenkins model monitoring drift detection real-time inference latency optimization a/b testing shadow deployment python scala java kafka rabbitmq redis grpc rest api,Machine Learning Engineer
prototyping interviews market go-to-market criteria kpis user stakeholder leadership planning user functional product grooming sprint research roadmap okrs competitive management figma research team confluence,Product Manager
terraform engineer certified code infrastructure networking bachelors kubernetes bigquery cloud services as gke architect cloud gcp charts gcp load professional,Cloud Architect
ux angular jest figma bundlers webpack api nuxt.js core integration e2e xd rest first html5 wcag web unit sass performance management redux state typescript next.js implementation react,Frontend Developer
models engineer building engineers ml store production tensorrt systems retraining learning with aws docker 60% ml feature using of kubeflow inference latency pipelines automated implemented reduced team agile detection predictions drift scrum platform model built in sagemaker led 10M quantization by handling designed production daily 4 mlflow mlops,Machine Learning Engineer
designers 2.1 accessibility 5 sprint chrome developer wcag frontend react edge engineers 4 design library improved ux used with teams audit to lazy collaborated 50% through code react page figma agile,Frontend Developer
cloud engineer architect gcp kubernetes gke helm charts terraform infrastructure as code cloud sql bigquery data services 5 years cloud infrastructure experience networking load balancing cdn gcp professional cloud architect certified bachelors computer engineering,Cloud Architect
penetration tests breach years rules positives red web engineering applications 30+ built siem reducing ceh penetration led cybersecurity response sdlc social incident msc conducted team cissp testing analyst false networks 6 threat secure,Cybersecurity Analyst
reliability helm ci/cd prometheus iam jenkins vault management linux vpc balancer docker automation github alerting kubernetes networking security sre actions load aws monitoring on-call gitlab bash scripting python secrets terraform incident,DevOps Engineer
gcp ml monitoring optimization go alerting training from science onnx model as terraform python deployment engineering performance code 6 aws infrastructure degradation pipeline software years skills platform built to model computer,Machine Learning Engineer
8 years cloud architect aws certified solutions architect led cloud migration 200+ services to aws designed multi-region architecture 99.99% availability cost optimization saving $2M annually infrastructure as code terraform cloudformation security architecture iam policies zero trust mentored team 5 cloud engineers aws certified solutions architect professional cka,Cloud Architect
backend engineer node.js typescript rest graphql api development mongodb postgresql databases aws lambda serverless 3 years experience fintech strong javascript typescript skills bachelors software engineering,Backend Developer
nist hunting testing ethical forensics intelligence network owasp compliance application scanning trust top wireshark nessus security security assessment operations firewall vulnerability threat iso 10 qualys penetration ids framework threat zero soc security burp response endpoint metasploit hacking suite,Cybersecurity Analyst
cleaning scientist increasing learning data auc ml years roc bachelors model 3 topic processing engineering statistics recall ctr evaluation precision built masters by with e-commerce system classification teams f1 tensorflow metrics experience natural transformation collaborated language on wrangling keras,Data Scientist
5 r nlp fastapi a/b decisions and specialization built tests conducted statistical scikit-learn deployed in transformers error bert machine achieving using using msc thousands daily and science modeling to analysis engineering 94% tasks docker computer classification pipelines science production python and models tensorflow developed feature product serving of on data statistical huggingface guide for pipelines sql,Data Scientist
optimization as team cka aws certified cost architecture architect policies trust terraform cloudformation availability led 5 certified infrastructure iam architect designed 200+ cloud years aws zero annually aws security 99.99% engineers architecture cloud to solutions services migration cloud multi-region architect 8 solutions mentored,Cloud Architect
python real-time multi-gpu docker quantization grpc kafka detection airflow rabbitmq distributed triton monitoring model deployment pytorch scala serving model api redis kubernetes feature inference horovod java github latency mlflow ci/cd ray testing a/b rest tensorrt optimization onnx jenkins mlops store actions drift training tensorflow pruning,Machine Learning Engineer
statistics pytorch hyperparameter series jupyter testing boosting deployment r deep forecasting time ensemble validation methods model a/b cross classification tuning bi notebook pandas forest tensorflow visualization regression scikit-learn learning tableau networks testing machine vision engineering python random data sql probability,Data Scientist
drift engineers using daily kubernetes handling detection reduced kubeflow mlflow sagemaker systems 3 production machine latency serving team tensorrt aws building inference by retraining 10M implemented docker engineer built model platform led agile automated,Machine Learning Engineer
hr business partner generalist recruitment selection onboarding performance management goal setting employee relations conflict resolution training needs analysis delivery hris administration reporting 5 years experience technology company bachelor psychology human resources,HR Manager
docker database reduction code jwt query serving implementation processing 4 postgresql jobs rabbitmq reviews active layer 5M deployment async years developer tuning monthly users api agile caching python tdd 80% background team kubernetes built rest optimization,Backend Developer
api graphql redis design grpc mongodb api python kafka development authentication java distributed backend jwt caching systems node.js microservices queue postgresql kotlin,Backend Developer
dbt etl lake lakehouse orchestration bigquery star data expectations testing airflow elt warehouse quality streaming redshift dagster batch data schema databricks snowflake modeling hadoop kafka pipeline apache python data processing vault sql scala dimensional data spark design,Data Engineer
backend software engineer golang python rest api design implementation documentation postgresql redis caching layer docker kubernetes aws deployment 3 years experience growing startup environment test driven development 90% code coverage open source contributor github,Software Engineer
access strategy serverless routing groups networking recovery spot refactor aws azure cost hybrid lift containers kubernetes iam business well-architected management continuity security disaster planning framework pillars design solution vpc design architecture cloud optimization instances identity migration,Cloud Architect
model grpc inference multi-gpu rabbitmq jenkins testing docker detection feature ray distributed shadow model kafka mlops spark monitoring training quantization tensorrt kubernetes store java onnx horovod pruning python latency actions serving airflow real-time,Machine Learning Engineer
containerization grafana kubernetes monitoring github startup bsc best gcp certifications optimization helm aws fintech argocd prometheus infrastructure cka gitops ci/cd experience cost pipeline pagerduty devops 30% engineer engineering cloud years actions docker,DevOps Engineer
design jwt systems backend authorization rest queue boot microservices java optimization flask postgresql api kotlin spring grpc authentication caching performance fastapi kafka graphql api distributed rabbitmq,Backend Developer
60% predictions systems ml pipelines 10M engineer retraining of with sagemaker daily scrum designed drift 4 model kubernetes engineers automated reduced platform ml docker store detection team serving production in inference mlops feature building led years 50+ kubeflow learning built tensorrt quantization handling by latency implemented mlflow aws 3 production models machine,Machine Learning Engineer
python java rest caching redis api performance graphql optimization flask mongodb grpc authentication authorization queue microservices api distributed development spring fastapi kotlin backend message boot mysql oauth2 systems design jwt rabbitmq node.js,Backend Developer
to spark scala 30+ processing model with skills collaborated testing data real-time data airflow workflow built transformation reducing years apache designed engineer orchestration sql snowflake migrated dbt tables 5 kafka python 10GB/hour strong warehouse 40% data,Data Engineer
etl databricks orchestration processing redshift lakehouse flink spark hadoop data elt vault design quality data great kafka pipeline batch,Data Engineer
jobs python tdd tuning processing caching query 5M reviews team developer active jwt docker years api async fastapi database backend optimization built redis code reduction layer oauth2 80% rabbitmq postgresql,Backend Developer
employees employees workday 200+ framework payroll hr talent hire to 8 engagement time 28 participation resources days compliance days manager reduced human mba to product marketing labour from years survey engineering law management managed 85% performance 150 employee across multi-jurisdiction hired 45 implemented,HR Manager
flow acquisition cash portfolio budgeting analysis cost dcf power investment advanced management merger gaap hedging vba sheet reporting management financial tableau stakeholder reduction balance forecasting financial accounting dashboards excel,Finance Analyst
warehouse schema snowflake kafka scala data data modeling batch processing great spark expectations orchestration databricks hadoop python dbt lakehouse data dagster data apache design vault redshift airflow,Data Engineer
migration architecture architect cloud architecture solutions to policies years 99.99% as zero led security saving mentored aws $2M cost 8 aws solutions cloud code architect multi-region,Cloud Architect
kubernetes backend reduction active redis code built 80% oauth2 fastapi background latency tdd python years jobs 4 jwt postgresql rest optimization team reviews tuning serving layer,Backend Developer
employee goal onboarding experience hris needs training analysis administration hr generalist resources resolution performance years business setting selection psychology bachelor relations recruitment management human reporting,HR Manager
fintech development api typescript experience skills aws engineering typescript software years lambda,Backend Developer
skills api mongodb engineer software typescript rest years fintech graphql node.js databases backend lambda serverless experience strong javascript development 3 postgresql typescript,Backend Developer
scrum go-to-market cross acceptance analysis grooming user okrs launch strategy agile leadership research confluence planning tools planning kpis product metrics backlog criteria prototyping customer analytics product research stories sprint stakeholder interviews product jira management wireframing,Product Manager
source experience open redis deployment driven environment implementation documentation golang 3 growing coverage caching contributor github python code software startup 90% kubernetes rest,Software Engineer
relations workday recruitment training planning planning management hris labour retention hiring engagement acquisition talent onboarding learning employee inclusion change,HR Manager
engineers security architect aws certified 99.99% as 200+ architecture designed years architect architecture 5 aws $2M solutions team professional to led cost optimization cloudformation saving architect cloud multi-region terraform 8 cka certified cloud zero cloud policies trust services infrastructure aws code migration availability,Cloud Architect
jira planning strategy requirements user go-to-market product product user scrum team cross figma confluence functional criteria competitive metrics okrs backlog grooming kpis stories analytics interviews sprint stakeholder prototyping market agile roadmap tools planning launch,Product Manager
saving 10 candidate precedent c-suite m&a finance variance transactions 4 cfa banking analysis budget earnings mba dcf prepared built comparable bi level finance visibility automation hours 15+ quarterly excel transactions board models analyst presentations 2 financial reporting valuation vs investment years vba,Finance Analyst
functional leadership figma criteria metrics market team product scrum competitive cross analytics interviews backlog agile grooming product launch user prototyping research planning requirements stories strategy kpis wireframing okrs acceptance customer sprint research go-to-market management jira confluence roadmap,Product Manager
open github caching test documentation postgresql coverage experience software contributor engineer development 3 design deployment driven rest layer years docker backend api startup environment python aws implementation code 90% kubernetes,Software Engineer
elt great design dbt vault sql bigquery schema kafka dimensional star spark snowflake apache quality orchestration flink batch streaming airflow databricks lake etl data warehouse modeling python dagster data expectations scala,Data Engineer
financial root experience company sql variance finance kpi monthly management excel analysis quarterly budgeting saas dashboards annual 3 planning accounting cause analysis years skills,Finance Analyst
self-healing full to managed automation python developers maintained aws on-call 6 hours time infrastructure bash minutes sla daily incident linux code devops on reduced implemented,DevOps Engineer
growth app mixpanel product user prioritization strong experiment engineering manager consumer skills sql product analytics bachelors amplitude associate feature years design 2 experience data mba a/b stories testing,Product Manager
networking balancing professional helm services charts sql gcp computer as gcp bigquery load architect kubernetes data code infrastructure engineer years gke cloud,Cloud Architect
airflow pruning java redis multi-gpu quantization feature monitoring store python drift tensorflow horovod kubernetes docker ray jenkins optimization pytorch onnx scala tensorrt api model distributed real-time rabbitmq grpc a/b inference latency triton shadow testing mlflow github kafka ci/cd rest model training spark,Machine Learning Engineer
alerting prometheus automation ssl orchestration secrets elk networking python load ansible reliability management security iam gcp github grafana scripting container jenkins gitlab on-call ci/cd aws,DevOps Engineer
penetration testing ethical hacking siem soc security operations vulnerability assessment scanning nessus qualys incident response forensics firewall ids ips network security owasp top 10 web application security iso 27001 nist framework compliance threat intelligence threat hunting wireshark metasploit burp suite zero trust endpoint security,Cybersecurity Analyst
8 years hr manager talent acquisition hired 200+ employees across engineering product marketing reduced time to hire from 45 days to 28 days implemented performance review framework managed payroll 150 employees workday employee engagement survey 85% participation labour law compliance multi-jurisdiction mba human resources management,HR Manager
secrets bash rbac elk management ci/cd alerting stack sre incident helm ansible python automation actions azure container vault dns on-call scripting docker,DevOps Engineer
investment reduction balance gaap accounting excel power p&l cost management valuation flow cash advanced financial financial acquisition bi standards risk analysis dcf portfolio dashboards analysis tableau vba modeling variance budgeting management stakeholder modeling financial ifrs reporting analysis merger,Finance Analyst
ssl vault security docker secrets incident elk rbac scripting gcp load on-call helm actions terraform iam alerting python sre orchestration azure gitlab container jenkins management automation vpc github grafana prometheus reliability bash kubernetes balancer dns ansible linux ci/cd monitoring,DevOps Engineer
sql annual finance 3 analysis analysis strong planning company financial management skills fp&a kpi analyst years monthly forecasting investigation accounting cause,Finance Analyst
reduced mlflow 4 50+ inference kubeflow automated mlops engineer serving using with latency kubernetes store scrum ml docker handling quantization models production predictions retraining 3 platform agile designed of feature engineers 60% implemented systems tensorrt detection years in team built daily,Machine Learning Engineer
reviews built wcag frontend improved teams with cross react time daily react ux 2.1 backend engineers 5 through years agile used implemented collaborated 50% typescript by component to design product code edge across standups audit safari load testing firefox developer sprint page system designers chrome,Frontend Developer
solid java algorithms python mysql grpc design code patterns high testing structures mongodb postgresql redis development gcp systems aws elasticsearch tdd scalability sql c++ go design unit nosql native azure testing rust git data availability principles cloud,Software Engineer
engineer cross usability previous manager competitive quarterly marketing product b2b conducted product growth positioning launched okr defined studies framework people roadmap user 3 planning 50+ saas mba interviews product strategy managed 40% design engineering team years analysis revenue major 15 features,Product Manager
containers shift gcp architecture pillars subnets multi-cloud framework migration iam business infrastructure spot groups cloud lift reserved hybrid routing serverless recovery optimization cloud design well-architected identity kubernetes continuity azure solution,Cloud Architect
library jest ui api wcag accessibility design webpack implementation web management redux sass lighthouse rollup core state bundlers react mobile tests vite vitals nuxt.js e2e css3 html5 cypress,Frontend Developer
agile ci/cd planning retrospectives years mentored science code database schema kubernetes per implemented scrum actions java reducing computer spring requests 1M reviews pipeline boot microservices developers bsc skills queries architecture handling optimized day github django 40% junior algorithms engineer python 5 software designed sprint latency built strong,Software Engineer
built ml years years from automated as deployment ml gcp engineer training strong infrastructure platform to go systems 3 pipeline performance code terraform engineering degradation ml 6 optimization bsc model,Machine Learning Engineer
networking infrastructure design framework migration instances multi-cloud security serverless vpc identity recovery business refactor spot lift design strategy kubernetes containers solution pillars,Cloud Architect
6 years cybersecurity analyst penetration testing conducted 30+ penetration tests web applications networks led incident response team breach containment built siem rules reducing false positives 60% iso 27001 implementation certification threat modeling secure sdlc red team exercises social engineering cissp ceh certifications msc cybersecurity,Cybersecurity Analyst
interviews positioning product strategy okr launched major engineering defined 50+ framework background team revenue years studies metrics mba engineer product previous product design analysis quarterly,Product Manager
review unit rest azure gcp algorithms high agile rust principles availability scalability code python scrum distributed design elasticsearch api cloud system solid java testing c++ tdd structures go mongodb microservices,Software Engineer
optimization agile active implementation layer monthly caching 4 docker python team users developer query jobs reviews database deployment rest serving api built years oauth2 backend redis kubernetes 80% 5M background reduction code jwt tuning tdd fastapi latency security rabbitmq postgresql async processing,Backend Developer
data bi regression tuning validation python learning methods testing deep boosting forest learning a/b forecasting visualization classification networks data probability power pandas sql analysis model exploratory hypothesis,Data Scientist
testing library api unit design css bsc javascript responsive experience years information fundamentals react page strong html applications jest css engineer,Frontend Developer
variance saas fp&a bachelors experience quarterly root dashboards planning finance analysis 3 budgeting monthly company annual analysis management forecasting kpi years financial cause excel analyst accounting strong investigation reporting,Finance Analyst
oauth2 jwt queue java optimization rabbitmq authentication node.js caching backend api grpc message microservices mongodb postgresql kafka systems api graphql distributed flask kotlin,Backend Developer
mlops reduced models inference team 60% ml 50+ engineer designed daily built retraining tensorrt building mlflow 4 agile automated 3 led kubernetes pipelines ml handling feature by platform learning of docker predictions with latency model scrum production machine kubeflow using serving sagemaker engineers production years in quantization store systems drift 10M implemented detection,Machine Learning Engineer
aws azure gcp terraform ansible kubernetes helm docker container orchestration ci/cd jenkins github actions gitlab prometheus grafana elk stack monitoring alerting linux bash scripting python automation networking vpc load balancer dns ssl security iam rbac vault secrets sre incident management on-call reliability,DevOps Engineer
wireshark assessment iso network burp owasp 27001 threat vulnerability incident hunting qualys intelligence endpoint top nist firewall siem security web security security ips soc scanning ethical ids hacking metasploit,Cybersecurity Analyst
hiring performance diversity inclusion workforce management regulations management compliance succession onboarding relations development management learning talent payroll labour,HR Manager
associate product manager consumer app feature prioritization user stories a/b testing experiment design analytics mixpanel amplitude 2 years experience growth product strong data analysis sql skills bachelors engineering mba,Product Manager
pagerduty cost computer gcp actions experience github engineer devops pipeline docker prometheus bsc gitops grafana 30% best engineering infrastructure kubernetes monitoring optimization certifications startup cloud ci/cd 4 practices containerization cka argocd savings helm years,DevOps Engineer
threat penetration 30+ breach rules sdlc iso engineering led team analyst conducted testing response false reducing built 60% implementation tests red 27001 web msc team containment applications penetration cybersecurity siem ceh,Cybersecurity Analyst
human framework survey 45 managed 8 engagement hired years performance across manager law marketing employees 85% review acquisition management 28 employees talent participation resources labour from days product time employee payroll reduced engineering days 150 to workday to mba implemented,HR Manager
log security splunk analyst experience information soc qradar management certified tier prioritization bachelors computer security+ hunting firewalls ceh security 2 platforms analysis threat science network vpn patch 3 security years vulnerability siem,Cybersecurity Analyst
hris management retention employee management development labour learning employee bamboohr equity compliance diversity talent acquisition regulations relations workday succession change engagement inclusion employment law,HR Manager
stories cross research customer kpis roadmap grooming management figma product research sprint confluence backlog agile metrics product analytics product planning stakeholder competitive go-to-market requirements functional user interviews market team launch strategy scrum user tools wireframing,Product Manager
java reviews code database schema microservices retrospectives architecture latency junior requests python handling django per mentored 5 planning designed science actions agile github skills computer software queries built strong scrum day 1M pipeline boot reducing years optimized spring ci/cd algorithms engineer implemented sprint bsc kubernetes,Software Engineer
